search,title,subtitle,location,snippet,link,fulltext
JavaScript,"Desenvolvedor Java",Revelo,"Brasília, BR","Temos diversas empresas como OLX, B2W, Ambev, Banco Votorantim, Gympass, entre outras milhares procurando por profissionais em Brasília,...","https://br.linkedin.com/jobs/view/desenvolvedor-java-at-revelo-1578537185?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","A Revelo é uma plataforma que coloca você como protagonista do seu processo de contratação. Preencha seu cadastro e tenha a chance de mostrar para mais de 3.000 empresas que você é o candidato certo para elas. Aqui você não precisa se candidatar para várias vagas, como sempre fez. É só criar o seu perfil em nossa plataforma e pronto. Sobre o Processo Com a Revelo Você pode receber até 10 convites de entrevistas em uma semana; Ao invés de se candidatar para diversas vagas, é só criar seu perfil e você já fica visível para todas as empresas cadastradas; O processo é totalmente gratuíto para você; Quando for contratado, você ganha um bônus de até R$2.000; Complete o seu perfil e aguarde para ter acesso a um processo online e exclusivo. Conheça as habilidades e os conhecimentos mais procurados por nossas empresas:  Java   HTML, CSS ou Javascript   XML ou JSON  Tem essas habilidades? Cadastre-se agora! Temos diversas empresas como OLX, B2W, Ambev, Banco Votorantim, Gympass, entre outras milhares procurando por profissionais em Brasília, Distrito Federal, com salários a partir de R$6000. Cadastre-se agora e revele seu potencial. Sobre a Revelo A Revelo (https://www.revelo.com.br/) é uma plataforma online de recrutamento que revela o que está além do CV. Nossa tecnologia seleciona os melhores candidatos das carreiras mais estratégicas - desenvolvimento de software, design, marketing e negócios. Para profissionais que querem ser protagonistas de sua própria carreira, a Revelo permite descobrir vagas que não estão nos canais tradicionais. São mais de 2.000 das empresas mais inovadoras do Brasil utilizando a Revelo para descobrir seus novos talentos. Revelo. Vá além do CV."
JavaScript,"Desenvolvedor Frontend VueJS ou VueX","AIS DIGITAL","Brasília, BR","O projeto está em fase inicial utilizando as mais recentes versões da linguagem e do framework e envolve trabalhar com as melhores ...","https://br.linkedin.com/jobs/view/desenvolvedor-frontend-vuejs-ou-vuex-at-ais-digital-1598770676?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Job Description Somos a AIS Digital construímos produtos digitais para entregar experiências incríveis para grandes marcas nacionais, internacionais e startups. Para saber mais acesse: www.aisdigital.com.br ou www.aisdigital.gupy.io Cadastre-se criando seu login na plataforma já pela sua conta do LinkedIn. É rapidinho e o sistema já puxa todo seu currículo do Linkedin para a plataforma automaticamente. Main responsibilities Desenvolver um sistema capaz de sugerir conteúdo e produtos de acordo com o comportamento do usuário dentro de uma plataforma de conteúdo de video, imagens, eventos, gamificação e compras. O projeto está em fase inicial utilizando as mais recentes versões da linguagem e do framework e envolve trabalhar com as melhores práticas do mercado para código limpo e de alta escalabilidade. Requirements And Skills O que você precisa para fazer parte do nosso time? Experiência em framewoks javascript como VueJs e VueX; Dominio do Javascript; Conhecimentos em HTML5 + CSS3; Conhecimentos em pré-processador CSS como (sass, less...); Conhecimentos em Desing Responsivo e Cross-platform. O que pode te diferenciar (não são requisitos obrigatórios): Conhecimentos em processos de CI/CD; Conhecimentos em Arquitetura MVC; Conhecimentos em Testes unitários; Conhecimento em Webpack, ESlint, Yarn; Experiência no uso de ferramentas de versionamento de código: GIT; Experiência em alguma metodologia ágil como Scrum e/ou Kanban e uso do JIRA. Additional information Benefícios Contrato de Trabalho CLT - 40h semanais flexíveis com possibilidade de contratação Home Office em qualquer região/ cidade ou contratação presencial em Brasília ou São Paulo. Assistência Médica e Odontológica Vale Refeição ou Alimentação Gostou da oportunidade? Cadastre-se na vaga, acessando a plataforma com sua conta do LinkedIn, é rapidinho e já puxa todo seu currículo por lá. Venha fazer parte do nosso time! Awesome Deliveries Ajudamos nossos clientes a construírem produtos e experiências digitais úteis, impactantes e incríveis para grandes marcas nacionais e internacionais. Fazemos questão de trabalhar em busca da melhor experiência para o usuário. Somos mais de 100 apaixonados por tecnologia e inovação, que trabalham sempre juntos e conectados nos nossos escritórios em São Paulo e Brasília. Aprendizagem é um dos nossos valores como empresa. Aqui, temos espaço de sobra para disseminar o conhecimento. Além disso, investimos em diversas ações internas para que todos possam compartilhar experiências, aprender e ensinar coisas novas. Nos últimos 3 anos, crescemos 60% do nosso faturamento e nossos clientes internacionais já representam aproximadamente 40% de toda a nossa receita. E o nosso objetivo é crescer ainda mais nos próximos anos! Como fazemos entregas incríveis? Somos fãs de velocidade e eficiência, por isso, aceleramos o desenvolvimento dos produtos digitais por meio de nossos frameworks ágeis, inspirados no método Scrum. Também acreditamos que as novas tecnologias são capazes de proporcionar mudanças transformadoras. E nós amamos inovar! Além disso, temos equipes organizadas em pequenos times chamados ""squads"", que trabalham de maneira interdisciplinar e integrada. Fazemos questão de concentrar nossa energia na satisfação do cliente, qualidade e geração de valor para que todas as entregas sejam realmente incríveis. Acreditamos que esses três pilares garantem o que sabemos fazer de melhor: Awesome Deliveries. Conheça mais sobre nós"
JavaScript,"Desenvolvedor Java",TTY2000,"Brasília, BR","Prática em desenvolvimento ágil, Scrum, extreme programming e Kanban, modelagem de dados relacional, Javascript, ECript5 e 6, Ajax, ...","https://br.linkedin.com/jobs/view/desenvolvedor-java-at-tty2000-1448468067?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Vaga de Desenvolvedor Java em Distrito Federal. R$ 5.000,00 a R$ 6.000,00 (Bruto mensal). Período Integral. Efetivo – CLT Área e especialização profissional: Informática, TI, Telecomunicações - Programador / Desenvolvedor Nível hierárquico: Especialista Número de vagas: 4 Local de trabalho: Brasília, DF Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Compor time de desenvolvimento Java e gerir seu próprio trabalho, sinalizando sobre entrega e problemas encontrados. Ensino Superior completo na área de Tecnologia da Informação. Experiência em desenvolvimento de sistemas Java, tecnologia móvel. Prática em desenvolvimento ágil, Scrum, extreme programming e Kanban, modelagem de dados relacional, Javascript, ECript5 e 6, Ajax, jQuery, Angular JS 1.5 ou superior e bootstrap 3 ou superior, HTML 5, XML, CSS3, ASP, PWA e Ionic, conceitos de UX e modelo MVC, Java para Web: JEE 6 ou superior, JSF 2.x JPA 2 e Struts 1.x. Desejável certificação. Benefícios adicionais: Assistência médica, Seguro de Vida, Vale-refeição, Vale-transporte"
JavaScript,"Desenvolvedor Fullstack Pleno",Engenha,"Brasília, BR","Desenvolver e realizar manutenções em E-commerce no framework magento 1 e 2. Analisar e propor regra de negócios, segurança, ban-co ...","https://br.linkedin.com/jobs/view/desenvolvedor-fullstack-pleno-at-engenha-1590150735?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Descrição  Desenvolver e realizar manutenção em aplicações desenvolvidas em PHP (Wordpress, Laravel), MYSQL, JavaScript, React, React Native, Node.Js. Desenvolver e realizar manutenções em E-commerce no framework magento 1 e 2. Analisar e propor regra de negócios, segurança, ban-co de dados e integração de aplicações através de webservices e Rest. Ensino Superior completo ou cursando na área de Tecnologia. Conhecimento PHP (WordPress, Laravel), MYSQL, JavaScript, React, React Native, Node.Js e Fra-mework Vue.jsFramework Vue.js. Conhecimento em Magento 1 e Magento 2. Experiência em MVC, AWS, Git e Bitbucket. Boa comunicação. Vontade de aprender. Trabalho em equipe. Trabalho em projetos com coordenação. Comprometimento com prazos e qualidade de projetos. Benefícios  Assistência Odontológica Seguro de vida em grupo Ticket alimentação Tícket refeição Vale-transporte Horário de Trabalho  De segunda a sexta, das 08h às 18h com 1h12 de almoço."
JavaScript,"VAGA WEB DESIGNER","Inova7 Digital","Brasília, BR","Procuramos um profissional com experiência em Web design e SEO. Ser independente e se sentir confortável em ambiente de constante ...","https://br.linkedin.com/jobs/view/vaga-web-designer-at-inova7-digital-1589975295?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Inova7 Digital contrata WEB DESIGNER Procuramos um profissional com experiência em Web design e SEO. >>>>>> PERFIL <<<<<<< Conhecimento em desenvolvimentos de sites; Experiência com HTML, CSS e JavaScript; Conhecimento em SEO; Compromisso com os prazos; Conhecimentos em usabilidade e experiência do usuário (UI/UX); Ter experiência de no mínimo 01 ano. >>>>>> DIFERENCIAL <<<<<<< Conhecimento em Linguagem de Programação PHP; Ser independente e se sentir confortável em ambiente de constante mudança; Ser criativo e gostar de inovação; Ser ágil para lidar com prazos. >>>>>> VANTAGENS <<<<<<< Incentivo em participação de cursos; Horário flexível; Vale transporte. Vamos analisar apenas currículos com portfólio e links de trabalhos realizados."
JavaScript,"Desenvolvedor Java Cód.: 169331","Mirante Tecnologia","Brasília, BR","Ferramenta de teste (JUnit)","https://br.linkedin.com/jobs/view/desenvolvedor-java-c%C3%B3d-169331-at-mirante-tecnologia-1585226983?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Formacao:Nível superior completo Competências e Requisitos Java 8; JEE; JBoss; ORM com JPA/Hibernate; Controle transacional; JavaScript, Git; JSON, XML; Microservices Restfull; Ferramenta de teste (JUnit) Metodologia Ágil Scrum. SQL Server Maven;"
JavaScript,"Desenvolvedor Java",Empresa,"Brasília, BR","Conhecimento de tecnologias WEB (HTML5/CSS3/Javascript), Experiência em integração via APIs e Web Services (SOAP/REST), Conhecimento ...","https://br.linkedin.com/jobs/view/desenvolvedor-java-at-empresa-1611919661?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Programa e desenvolve e implanta sistemas em linguagem Java. Realiza correções em sistemas para atender às necessidades dos usuários. Desenvolve trabalhos de montagem, depuração e testes de programas já desenvolvidos. Vaga para Tempo integral Comercial. Ensino médio completo Curso superior completo na área. Conhecimento de tecnologias WEB (HTML5/CSS3/Javascript), Experiência em integração via APIs e Web Services (SOAP/REST), Conhecimento em ferramentas de desenvolvimento como GIT, Jenkins, Maven, Prática em metodologias ágeis. Noções de Arquitetura Orientada à Serviços(SOA). Conhecimento de Gateways de APIs ou Barramentos de Serviços. Experiência em desenvolvimento Java e/ou PHP. Desejável experiência em groovy."
JavaScript,"Desenvolvedor .Net (BSB)","Unbox People & Culture","Brasília, BR","Nosso time está crescendo, por isso procuramos profissionais que estejam dispostos a fazer diferença, que amem tecnologia e que sejam ...","https://br.linkedin.com/jobs/view/desenvolvedor-net-bsb-at-unbox-people-culture-1544473647?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Nosso time está crescendo, por isso procuramos profissionais que estejam dispostos a fazer diferença, que amem tecnologia e que sejam agentes de transformação cultural, digital e de inovação. Responsabilidades e atribuições Lidar com projetos grandes e desafiadores; Trabalhar em equipe de forma colaborativa e em função de um objetivo comum; Buscar aprendizado constante; Navegar bem entre back-end e front-end; Construir um ambiente de trabalho de respeito e apoio mútuo; Ter domínio de semântica de marcação HTML, amplo conhecimento das técnicas de estilização CSS e alta proficiência em JavaScript; Saber utilizar gerenciadores de tarefas, entender conceitos de testes automatizados, integração contínua e versionamento. Requisitos e qualificações Conhecer pré-compiladores CSS (SASS, LESS, CSS Variables); É imprescindível ter ótimas noções das ferramentas básicas de Photoshop e Illustrator. Angular; NET; NET Core; ASP .NET; NodeJS; Windows Server; Banco de Dados. Informações adicionais Diferencial Saber desenvolver protótipo de baixa e alta fidelidade; Sharepoint; Bootstrap; Material Design; Materialize; Semantic UI; Pure.CSS; Ulkit."
JavaScript,"Desenvolvedor(a) de Sistemas Pleno(a)","Inframerica S/A","Brasília, BR","A Inframerica valoriza a diversidade e a inclusão, sendo assim, todas as nossas oportunidades são abertas também para pessoas com ...","https://br.linkedin.com/jobs/view/desenvolvedor-a-de-sistemas-pleno-a-at-inframerica-s-a-1610643950?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","A Inframerica valoriza a diversidade e a inclusão, sendo assim, todas as nossas oportunidades são abertas também para pessoas com deficiência! Local de trabalho: Aeroporto de Brasília Horário de Trabalho: Segunda a sexta, das 09:00h às 18:00h Responsabilidades Projetar e desenvolver sistemas e aplicação, através das informações fornecidas pela área de análise e arquitetura de sistemas. Determinar os recursos necessários para o desenvolvimento do sistema e aplicação; Desenvolver interfaces gráficas, montar estrutura de banco de dados, prover rotinas de segurança e efetuar testes; Monitorar o desempenho e performance dos sistemas e aplicações desenvolvidas; Efetuar a homologação do sistema e aplicação junto ao analista de requisitos. Pré-Requisitos Ensino Superior Completo em Tecnologia da Informação ou áreas correlatas; Experiência com programação de sistemas de média complexidade; Domínio em HTML5, CSS3, Javascript, AJAX, PHP, PL/SQL e .Net; Domínio dos bancos Oracle, SQL Server e MySQL; Domínio do CMS Joomla; Domínio das ferramentas Visual Studio, Dreamweaver, Fireworks, SVN, Eclipse, SQL Server, SQL Navigator, Data Modeling e MySQL Workbench. Benefícios Assistência médica  Assistência odontológica  Auxílio academia  Auxílio creche  Auxílio estacionamento  Cesta de natal  Convênio com empresas parceiras  Participação nos Lucros ou Resultados  Programa de treinamentos  Seguro de vida  Vale-refeição  Vale-transporte"
JavaScript,"Desenvolvedor(a) Java - Brasília",Hrsoul,"Brasília, BR","Experiência com java jee 5, jse 5, apache velocity 1.6x, spring 3x, servidor de aplicação, jboss, controle de versão de código-fonte...","https://br.linkedin.com/jobs/view/desenvolvedor-a-java-bras%C3%ADlia-at-hrsoul-1553358502?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click"," Para trabalhar na empresa Confidencial Nível de atuação Especialistas Área de atuação Tecnologia, Informática e Internet Principais atividades Atividades pertinentes ao cargo. Escolaridade mínima Superior Completo Habilidades esperadas Experiência com java jee 5, jse 5, apache velocity 1.6x, spring 3x, servidor de aplicação, jboss, controle de versão de código-fonte, uso das ferramentas clearcase, svn e git;- conhecimentos em javascript, ecmascript 5 e 6, ajax, jquery, angular js 1.5, bootstrap 3, html 5, css 3;- atuação com sistemas de mensageria jms, web services, barramento de serviços (websphere message broker), rest, ejb 3;- vivência com testes de software, ferramenta selenium webdriver 2.4 e jmeter 2;- desejável certificação java se programmer (versão 5 ou superior) Tipo da Vaga Nova posição Horário de trabalho Período Integral Modalidade de contratação Efetivo Benefícios oferecidos Assistência odontológica Assistência médica Vale-refeição Seguro de Vida"
JavaScript,"Designer Ux / Ui Júnior","Caderno Nacional","Brasília, BR","Reactjs, javascript, html 5, css, bootstrap, git, ux/ui. Os interessados na oportunidade deverão encaminhar o currículo atualizado. ...","https://br.linkedin.com/jobs/view/designer-ux-ui-j%C3%BAnior-at-caderno-nacional-1573310299?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Requisitos Reactjs, javascript, html 5, css, bootstrap, git, ux/ui. Desejáveis rest/restful, ux para mobile. Dias da Semana: Não Informado Horário / Período A definir A Empresa Oferece Salário: a combinar Benefícios: a combinar Os interessados na oportunidade deverão encaminhar o currículo atualizado."
JavaScript,"Desenvolvedor Angular Pleno - Full Stack | Pleno",ProgramaThor,"Brasília, BR","Desenvolvimento e manutenção de aplicações web; - Realizar a manutenção e criação de novas funcionalidades; - Desenvolvimento de ...","https://br.linkedin.com/jobs/view/desenvolvedor-angular-pleno-full-stack-pleno-at-programathor-1593182463?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Habilidades TypeScript, ReactJS, Git, CSS, Angular O que nós buscamos Desenvolvimento e manutenção de aplicações web; - Realizar a manutenção e criação de novas funcionalidades; - Desenvolvimento de funcionalidades no Front-End; - Aplicar melhores práticas de documentação de código desenvolvido; - Desenvolver e sustentar integrações; - Buscar novas ferramentas e técnicas para a melhoria contínua de nossos sistemas; Principais responsabilidades Conhecimentos Avançados com Experiência --- RXJS Typescript GIT HTML5 BOOTSTRAP AngularJS, Angular 2 e Angular 8 CSS e Seletores Ter vivência no desenvolvimento de aplicações Front-End utilizando OOP, Design Patterns, MVC, Angular JS, Angular 2 e Angular 8; Integrações entre sistemas consumindo API (REST e WEBSERVICE); Programação Orientada a Objeto em JavaScript; Desenvolvimento ágil de projetos --- Conhecimentos Desejáveis --- Desenvolvimento mobile Flutter Experiência com SASS ou LESS Conhecimentos com teste unitário (TDD) Descrição da empresa Somos uma empresa de tecnologia para a recuperação de crédito, cobrança massificada, consolidação imobiliária e veicular. Beneficios"
JavaScript,"Sr Sales Engineer - Brazil",Cisco,"Brasília, BR","Here’s how we do it. Ideally, you are ambitious and self-motivated, and have experience with application performance management ...","https://br.linkedin.com/jobs/view/sr-sales-engineer-brazil-at-cisco-1566376554?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","To be a successful Sales Engineer at Cisco/AppDynamics, you need to have experience in a customer-facing role, and be passionate about working with customers. Ideally, you are ambitious and self-motivated, and have experience with application performance management technologies and techniques and Cloud and Big Data technologies. Other qualifications we are looking for include 3-5 years experience working with at least one of the following languages Java, .NET, PHP, and JavaScript. Experience and competence working at OS command lines including Unix, Linux and Windows command prompts. Experience With Unix/Linux/Windows Shell Scripting Knowledge of basic networking components and concepts. Ability to solve problems of basic networking issues that may prevent communication between hosts Experience with web servers and common relational databases used in today’s application architectures. Ability to understand SQL. Excellent Communication And Presentation Skills Ability to work on multiple technical opportunities & Proof Of Concepts concurrently Highly coachable with a strong desire to improve and grow as a professional. Degree in Computer Science or Computer Engineering. Desired Experience & Skills Experience with application performance management technologies and techniques Experience With Cloud And Big Data Technologies Experience with common .NET web application architecture frameworks, distribution mechanisms and messaging components such as Experience with common Java web application architecture frameworks, distribution mechanisms and messaging components such as servlets, struts, Spring, EJB, web services, RMI, JMS, MQ-Series, etc. We Are Cisco #WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it. We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box! But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.) Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward. So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool."
JavaScript,"Programador .Net (Pleno/Sênior)",SOW,"Brasília, BR","Framework 4, ASP.NET MVC 4, jQuery, Web API, Entity Framework, SQL Server, DDD. HTML, CSS, JavaScript, AngularJs, Linguagem de ...","https://br.linkedin.com/jobs/view/programador-net-pleno-s%C3%AAnior-at-sow-1601985459?refId=933cd38d-6ae9-4cc5-bc4b-a6d23f3907f5&position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Programação Início: imediato Duração: Brasilia/DF Período: 3 meses Experiências e Qualificações  HTML, CSS, JavaScript, AngularJs, Linguagem de programação ASP, ASP.NET (C#)  Framework 4, ASP.NET MVC 4, jQuery, Web API, Entity Framework, SQL Server, DDD.  Diferencial: Certificação Microsoft, experiência em contrato de governo, atendimento com SLA;  Experiência em metodologias ágeis (SCRUM).  Desejável experiência em Sharepoint. PJ - incluir na taxa"
JavaScript,"Analista Pleno - Desenvolvedor",UniCEUB,"Brasília, BR","Efetuar o desenvolvimento e cuidar da manutenção de stored procedures em MS SQL Server, programas nas linguagens C#, ASP.NET, ...","https://br.linkedin.com/jobs/view/analista-pleno-desenvolvedor-at-uniceub-1587140461?refId=cc264aec-e59b-4a81-9254-76c8c6d56f5f&position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Salário: Salário a combinar Horário: 9h às 18h - Segunda a Sexta-feira Contratação: Efetivo – CLT Nível: Profissional Descrição O que você fará nessa oportunidade: Desenvolver sistemas e aplicações e realizar a codificação de programas;  Realizar manutenção de sistemas e aplicações;  Participar da definição de padrões, tais como arquitetura de software, metodologias de desenvolvimento de sistemas, linguagem de programação e ferramentas de desenvolvimento;  Analisar as especificações dos projetos de sistemas e aplicações, elaborando o planejamento, cronograma e preparação dos testes funcionais do aplicativo e especificações;  Realizar teste funcional dos módulos de toda a programação, a fim de identificar erros e falhas na programação e arquitetura dos sistemas e aplicações;  Realizar atendimento aos usuários para sanar dúvidas quanto à utilização dos sistemas, verificar problemas relatados, identificar falhas de operação ou de sistemas;  Elaborar relatórios, relatando os problemas ocorridos nos programas, para desenvolver soluções;  Realizar capacitação dos usuários nas funcionalidades dos sistemas produzidos pela área de desenvolvimento de sistemas;  Efetuar o desenvolvimento e cuidar da manutenção de stored procedures em MS SQL Server, programas nas linguagens C#, ASP.NET, Javascript, T-SQL e frameworks, webservices e relatórios, utilizando padrões técnicos apropriados.  Identificar e acompanhar as demandas de mercado em relação a sistemas e aplicativos, visando manter a empresa atualizada;  Conhecer e seguir o processo de desenvolvimento de sistemas da instituição;  Executar demais atividades de semelhante complexidade e inerentes ao cargo.  Requisitos Para essa oportunidade é necessário: Nível superior completo em cursos da área de Tecnologia da Informação  Mínimo de 4 anos de experiência profissional em Desenvolvimento de Sistemas, Tecnologia da Informação/Desenvolvimento de Sistemas Web e/ou Aplicativos Móveis  Conhecimento em plataformas e metodologias de desenvolvimento de sistemas; Conhecimento em Lógica de programação, linguagens C#, ASP.NET, Javascript, T-SQL. Oportunidade também destinada a Pessoa com Deficiência (PCD) Benefícios: Assistência médica, Assistência odontológica, Auxílio educação, Vale-alimentação, Vale-transporte"
JavaScript,"Salesforce.com Developer (Contract)","nimbl.ai","Brasília, BR","This role will suit someone with solid experience delivering technical solutions at scale. Experience in importing and exporting data in ...","https://br.linkedin.com/jobs/view/salesforce-com-developer-contract-at-nimbl-ai-1614674609?refId=cc264aec-e59b-4a81-9254-76c8c6d56f5f&position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","We are proud to present a fantastic opportunity to work on a 6 month fixed term contract within an exciting tech firm based in across the world. The role is for an immediate start and you can work from home. This role will suit someone with solid experience delivering technical solutions at scale. The Role Design, configure and administration of SFDC including but not limited to Apex, VisualForce Pages, Triggers, JavaScript, Workflows, Approval Processes, Apex, assignment/escalation rules. Design, develop Salesforce components using apex code, visual force pages, SFDC APIs. Work cross-functionally with other engineering teams, such as product development and Interface development. Author technical design documentation that fully defines all application code and the underlying methodology for the design decisions made. Contribute in conducting code reviews to ensure that code quality is at the highest level possible. Troubleshoot issues, Identify complex problems and analyse potential solutions including workarounds as well as provide timely fixes. You need: To have excellent knowledge of Apex, VisualForce, Javascript, OOP concepts. 5 + Years Experience working as a a Salesforce developer  Bachelor’s degree in Computer Science, Computer Engineering, MIS or relevant subject Strong understanding of key Salesforce architectural concepts (e.g. API and governor limits) and how they influence design.  Security models and techniques within the salesforce.com environment. Experience in Database modeling, jquery, JSON, JSP, XML, HTML, JavaScript. Utilising ChangeSets, etc, for migration of objects/metadata from one (development/sandbox) organisation to another (Sandbox or production) using ANT scripts and creating packages. Experience in importing and exporting data in Salesforce.com. SFDC certification is highly desired Certified Developer II Ability to code and unit test programs / objects. Experience working with agile development methodologies. People come in all shapes and sizes! We are and our clients are equal opportunity employers and value diversity at our companies. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
JavaScript,Programador,"Insight Consultores","Brasília, BR","Diferenciais Possuir experiência com: Funcionamento interno SGBD PostgreesSQL e ou Oracle e ou MsSql server; Instalação de SGBD em ...","https://br.linkedin.com/jobs/view/programador-at-insight-consultores-1569515613?refId=cc264aec-e59b-4a81-9254-76c8c6d56f5f&position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Tipo de Profissional: Programador Java Local de Trabalho: a definir Informações Gerais: Área de atuação da empresa: Informática Atividade Desenvolvimento de software WEB utilizando plataforma JavaEE Requisitos: Possuir experiências com: Lógica de Programação; Orientação a objetos; Java 8; JSF 2.2 (extensão PrimeFaces); JPA; Hibernate ORM; SPRING Framework; HTML, CSS e JavaScript. Diferenciais Possuir experiência com: Funcionamento interno SGBD PostgreesSQL e ou Oracle e ou MsSql server; Instalação de SGBD em ambientes Linux; Projeto Lógico e físico de banco de dados; Modelagem de dados; Execução de scripts SQL/Transact- SQL; Criação de ETL'S; Conhecimentos em JTA, JMS, JAX-RS e JAX-WS serão diferenciais."
JavaScript,"Desenvolvedor Full Stack - Java (com experiência em React) - Full Stack | Sênior","Surittec Tecnologia","Brasília, BR","A Surittec Tecnologia atua em prestação de serviços especializados em TI, nas seguintes áreas: Desenvolvimento e Sustentação de ...","https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-java-com-experi%C3%AAncia-em-react-full-stack-s%C3%AAnior-at-surittec-tecnologia-1554156973?refId=f75777ef-9282-4f66-a548-817557d6f086&position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click","Descrição da empresa A Surittec Tecnologia atua em prestação de serviços especializados em TI, nas seguintes áreas: Desenvolvimento e Sustentação de Soluções; Planejamento de Continuidade de Negócios; Outsourcing Gerenciado de Recursos Técnicos. Atividades e Responsabilidades  Modelagem de soluções em TI  Desenvolvimento e sustentação de soluções Requisitos Requisitos Obrigatórios - Habilidades Front-end  Javascript (nível pleno)  HTML5 (nível pleno)  CSS (nível pleno)  React - life cycle (nível sênior) Requisitos Obrigatórios - Habilidades Back-end  Java (linguagem)  JPA (life Cycle) - JPQL (Java Persistence Query Language)  HQL (Hibernate Query Language)  JDBC (conceito geral)  Spring Framework (nível pleno)  Spring Boot (conceito geral)  WebServices com Rest  Maven Requisitos Obrigatórios - Outras Habilidades  Protocolo  Node JS  SQL  NoSql (conceito geral)  Padrões de Projeto (conceito geral)  Orientação a Objetos (conhecimento sênior)  Modelo de Entidade Relacionamento - MER (conhecimento sênior)  Cache (conceito geral)  SSO (single sign-on) Requisitos Desejáveis - Outras Habilidades  Docker  Balanceamento  Escalabilidade  Familiaridade com a plataforma Linux  Feign (spring cloud; consumo de microsserviços) Habilidades Comportamentais - Soft Skills  Capacidade de Comunicação interna (equipe de desenvolvimento)  Capacidade de ouvir  Capacidade de se atualizar (aprender a aprender)  Capacidade de cooperação, participação, compartilhamento e engajamento (espírito de equipe)  Capacidade de focar na finalização das atividades iniciadas (foco e determinação)  Capacidade de ter congruência e coerência (alinhamento entre o que fala e o que faz)  Capacidade de Integridade (ética nas relações e ações) Formação Acadêmica e Experiência  Graduação (qualquer uma em nível superior)  Experiência acima de 3 anos em TI Processo de Seleção (simplificado)  Avaliação curricular;  Alinhamento expectativa salarial;  Entrevista com o cliente da Surittec (Cooperforte). Requisitos Operacionais  Regime de ingresso (contratação): CLT ou PJ (40 horas semanais).  Vale refeição ou alimentação - R$ 484,00 (CLT)  Vale transporte - R$ 242,00 (CLT)  Ambiente: infraestrutura de boa qualidade, ambiente cooperativo baseado em metodologias ágeis e flexível.  Local de prestação dos serviços em Brasília (cliente Surittec: Cooperforte - Cooperativa de Crédito).  Salário: PJ R$ 13.776,00 O que nós oferecemos Vale Transporte Vale Refeição"
